UserId,productid,Quantity,OrderDate
7840,12658114,1,01/04/18
23295,11660024,1,01/04/18
26784,12657612,1,01/04/18
20370,11660086,1,01/04/18
26672,12407814,1,01/04/18
15943,12657592,1,01/04/18
15943,12657592,1,01/04/18
16572,12371320,1,01/04/18
26784,12657752,1,01/04/18
26784,11659686,1,01/04/18
26784,11714570,1,01/04/18
26784,11659704,1,01/04/18
26784,12407436,1,01/04/18
26784,12407344,1,01/04/18
26784,11460938,2,01/04/18
26784,11659614,1,01/04/18
26784,11659648,1,01/04/18
26784,12658262,1,01/04/18
4784,12657974,1,01/04/18
4784,12657974,1,01/04/18
26784,12657426,1,01/04/18
26784,12658100,1,01/04/18
1318,12658122,1,01/04/18
26784,11659034,1,01/04/18
26784,11361058,1,01/04/18
26784,11714570,1,01/04/18
26784,12407436,1,01/04/18
26784,11659712,1,01/04/18
26784,11659774,1,01/04/18
26784,12407932,1,01/04/18
26784,11659238,1,01/04/18
26784,11147600,1,01/04/18
7995,12407834,1,01/04/18
26784,12658536,1,01/04/18
15415,12658122,1,01/04/18
15415,11407152,1,01/04/18
26784,11659554,1,01/04/18
26784,11659648,1,01/04/18
26784,12407616,1,01/04/18
23020,12658238,1,01/04/18
26784,12658258,1,01/04/18
26784,12407708,1,01/04/18
26784,12657700,1,01/04/18
26784,12973004,1,01/04/18
26784,11660168,1,01/04/18
26784,11660086,1,01/04/18
26784,11660134,1,01/04/18
26784,11660170,1,01/04/18
20170,12407592,1,01/04/18
26784,11659158,1,01/04/18
20170,12371350,1,01/04/18
4878,12658108,1,01/04/18
26784,11714570,1,01/04/18
26784,12658012,1,01/04/18
26784,12657698,1,01/04/18
26784,12407132,1,01/04/18
26784,12657870,1,01/04/18
26784,12657866,1,01/04/18
26784,12658532,1,01/04/18
20973,12407790,1,01/04/18
20973,12407792,1,01/04/18
20973,12407708,1,01/04/18
20973,12371378,1,01/04/18
20594,12407400,1,01/04/18
15958,12657762,1,01/04/18
26255,12407650,1,01/04/18
26784,11659034,1,01/04/18
26784,11407222,1,01/04/18
26784,11360986,1,01/04/18
26784,11659858,1,01/04/18
4280,12658306,1,01/04/18
4280,12406892,1,01/04/18
6620,12658226,1,01/04/18
26255,11659624,1,01/04/18
26784,11714700,1,01/04/18
26784,11714700,1,01/04/18
26784,12437502,1,01/04/18
26784,12437492,1,01/04/18
25689,12436468,1,01/04/18
25689,12658096,1,01/04/18
26784,11659640,1,01/04/18
26784,12407496,1,01/04/18
26784,12407494,1,01/04/18
26784,12658596,1,01/04/18
17242,12657968,1,01/04/18
24613,12658608,1,01/04/18
7069,12658102,1,01/04/18
26784,12658532,1,01/04/18
26784,12657706,1,01/04/18
27180,12371324,1,01/04/18
26784,12658338,1,01/04/18
26784,12658338,1,01/04/18
26784,12407632,1,01/04/18
12593,12407064,1,01/04/18
26784,12407804,1,01/04/18
12593,12407064,1,01/04/18
26784,12657888,1,01/04/18
26784,11659586,1,01/04/18
26784,12407708,1,01/04/18
26784,12407762,1,01/04/18
5081,12658346,1,01/04/18
26784,12658164,1,01/04/18
26784,12658250,1,01/04/18
26784,12407694,1,01/04/18
26784,12658458,1,01/04/18
26784,12407328,1,01/04/18
26784,11659958,1,01/04/18
26784,12657700,1,01/04/18
3236,12657592,1,01/04/18
26784,12658416,1,01/04/18
26784,12406914,1,01/04/18
26784,11659946,1,01/04/18
26784,12407490,1,01/04/18
26784,12658334,1,01/04/18
26784,12658350,1,01/04/18
26784,12658554,1,01/04/18
26784,12406914,1,01/04/18
7178,12371342,1,01/04/18
26784,12658286,1,01/04/18
26784,12657706,1,01/04/18
22041,12657804,1,01/04/18
26784,12658510,1,01/04/18
21626,12407804,1,01/04/18
21626,12407756,1,01/04/18
26291,12407154,1,01/04/18
26784,12658162,1,01/04/18
26784,12657990,1,01/04/18
26784,12973004,1,01/04/18
17862,12658122,1,01/04/18
26784,12657692,1,01/04/18
26784,12657696,1,01/04/18
26784,12657696,1,01/04/18
26784,12657700,1,01/04/18
26784,12657700,1,01/04/18
26784,12657700,1,01/04/18
26784,12657700,1,01/04/18
26784,12657698,1,01/04/18
26784,12658596,1,01/04/18
26784,12658108,1,01/04/18
6861,12407042,1,01/04/18
26784,12658098,1,01/04/18
16311,12658414,1,01/04/18
26784,11659948,1,01/04/18
26784,12657902,1,01/04/18
26738,11659468,1,01/04/18
26784,11659948,1,01/04/18
26784,11659948,1,01/04/18
26784,12658012,1,01/04/18
26784,12658684,1,01/04/18
26784,12658118,1,01/04/18
26784,11659532,1,01/04/18
26784,12657512,1,01/04/18
26784,12658164,1,01/04/18
26784,11659532,1,01/04/18
26784,12407622,1,01/04/18
9757,11461038,1,01/04/18
22515,11659026,1,01/04/18
12157,11659670,1,01/04/18
19798,12407832,1,01/04/18
11763,12657692,1,01/04/18
10024,11659816,1,01/04/18
10483,12657646,1,01/04/18
26784,12658252,1,01/04/18
26784,12658118,1,01/04/18
26784,12657706,1,01/04/18
26784,11652760,1,01/04/18
5681,11659810,1,01/04/18
26784,12407158,1,01/04/18
26784,12407132,1,01/04/18
26784,12407668,1,01/04/18
26784,12407712,1,01/04/18
26784,12407742,1,01/04/18
26784,12407638,1,01/04/18
26784,11659798,1,01/04/18
26784,12407728,1,01/04/18
26784,12657656,1,01/04/18
18598,11660134,1,02/04/18
18598,12658068,1,02/04/18
26784,12407158,1,02/04/18
26784,12407132,1,02/04/18
26784,12407668,1,02/04/18
26784,12407712,1,02/04/18
26784,12407742,1,02/04/18
26784,12407638,1,02/04/18
26784,11659798,1,02/04/18
26784,12407728,1,02/04/18
26784,12657762,1,02/04/18
18039,12658342,1,02/04/18
18039,12407608,1,02/04/18
8018,12360428,1,02/04/18
8018,12407634,1,02/04/18
26784,12407272,1,02/04/18
26784,11460780,1,02/04/18
26784,11360996,1,02/04/18
26784,11361058,1,02/04/18
4220,12658690,1,02/04/18
4220,12360386,1,02/04/18
4220,11659626,1,02/04/18
8678,12657386,1,02/04/18
26784,12360400,1,02/04/18
26784,12407754,1,02/04/18
25401,11659204,1,02/04/18
4121,11407162,1,02/04/18
4121,11659688,1,02/04/18
18209,11145740,1,02/04/18
18209,11145762,1,02/04/18
24,11659978,1,02/04/18
24,11481008,1,02/04/18
24,11659298,1,02/04/18
10089,11139524,1,02/04/18
10089,11139524,1,02/04/18
19306,11714574,1,02/04/18
10089,11139524,1,02/04/18
26784,11659544,1,02/04/18
26784,11659586,1,02/04/18
26784,11659544,1,02/04/18
26784,11659586,1,02/04/18
7928,11147250,1,02/04/18
7928,11659312,1,02/04/18
5365,11460908,1,02/04/18
5365,11460908,1,02/04/18
10089,11139524,1,02/04/18
23556,12657394,1,02/04/18
23556,12657688,1,02/04/18
23556,11714700,1,02/04/18
23556,12657680,1,02/04/18
23556,11659406,1,02/04/18
23556,11659632,1,02/04/18
23556,12973004,1,02/04/18
5365,11460908,1,02/04/18
5365,11460908,1,02/04/18
5365,11460908,1,02/04/18
7478,12658302,1,02/04/18
13880,12657618,1,02/04/18
26784,12658548,1,02/04/18
26784,12658548,1,02/04/18
17709,12657616,1,02/04/18
10498,12658516,1,02/04/18
20341,12658424,1,02/04/18
20341,11659854,1,02/04/18
20341,12657728,1,02/04/18
13468,12406904,1,02/04/18
26784,12657584,1,02/04/18
5818,11659586,1,02/04/18
5818,11659532,1,02/04/18
5818,11659534,1,02/04/18
5818,11659544,1,02/04/18
5818,11659804,1,02/04/18
726,12658686,1,02/04/18
726,12657558,1,02/04/18
26784,12657762,1,02/04/18
4195,12657970,1,02/04/18
4195,12657734,1,02/04/18
3761,11660080,1,02/04/18
3761,12657978,1,02/04/18
26784,12657976,1,02/04/18
24527,12657360,1,02/04/18
26784,11141330,1,02/04/18
26784,11141320,1,02/04/18
24267,11407274,1,02/04/18
26784,12657382,1,02/04/18
4643,11660048,1,02/04/18
4643,12396544,1,02/04/18
4643,11660228,1,02/04/18
8568,12658478,1,02/04/18
4643,11660048,1,02/04/18
4643,12396544,1,02/04/18
4643,11660228,1,02/04/18
4643,11660048,1,02/04/18
4643,12396544,1,02/04/18
4643,11660228,1,02/04/18
26784,12406904,1,02/04/18
26784,12406878,1,02/04/18
9347,11659770,1,02/04/18
12180,11659688,1,02/04/18
26784,12657364,1,02/04/18
12180,11659688,1,02/04/18
19859,12657558,1,02/04/18
26784,12657364,1,02/04/18
2167,12658032,1,02/04/18
2167,12657964,1,02/04/18
12979,12658102,1,02/04/18
12979,12657720,1,02/04/18
17503,12658674,1,02/04/18
17503,12657656,1,02/04/18
17503,12658096,1,02/04/18
17503,12657364,1,02/04/18
17503,12658122,1,02/04/18
17503,12657646,1,02/04/18
25788,12658152,1,02/04/18
20420,12657696,1,02/04/18
7478,11659208,1,02/04/18
21581,11659336,1,02/04/18
21581,12657706,1,02/04/18
17939,12657378,1,02/04/18
10522,12407398,1,02/04/18
10522,11659204,1,02/04/18
17939,12657378,1,02/04/18
16834,12407754,1,02/04/18
26784,12657644,1,02/04/18
26784,12657388,1,02/04/18
26784,12657552,1,02/04/18
26784,12658136,1,02/04/18
26784,12658608,1,02/04/18
26784,12657748,1,02/04/18
4384,11147290,1,02/04/18
2444,11659728,1,02/04/18
2444,11659858,1,02/04/18
2444,11659766,1,02/04/18
2444,11659680,1,02/04/18
27510,11407152,1,02/04/18
5571,11360912,1,02/04/18
5571,12407366,1,02/04/18
5571,11659454,1,02/04/18
26784,11659814,1,02/04/18
25270,11659154,1,02/04/18
3538,12658122,1,02/04/18
26784,11659624,1,02/04/18
26784,12658456,1,02/04/18
23875,12658162,1,02/04/18
26784,11660078,1,02/04/18
3581,12658112,1,02/04/18
3581,12658112,1,02/04/18
8081,11659618,1,02/04/18
8081,11361054,1,02/04/18
8081,12657646,1,02/04/18
8081,12658430,1,02/04/18
8081,11659686,1,02/04/18
8081,11659764,1,02/04/18
8081,11659712,1,02/04/18
8081,11659766,1,02/04/18
9608,11659586,1,02/04/18
19446,11660068,1,02/04/18
26784,12657594,1,02/04/18
26784,12657622,1,02/04/18
26784,12658388,1,02/04/18
16721,11460938,1,02/04/18
26639,12360458,1,02/04/18
26639,11659604,1,02/04/18
26784,12658420,1,02/04/18
26784,12658152,1,02/04/18
26784,12407500,1,02/04/18
26784,12407502,1,02/04/18
26784,12407762,1,02/04/18
26784,12407728,1,02/04/18
26784,12360444,1,02/04/18
26784,11659050,1,02/04/18
14047,12658536,1,02/04/18
14047,12658676,1,02/04/18
26784,11659146,1,02/04/18
26784,12657692,1,02/04/18
12731,12407148,1,02/04/18
26784,12658570,1,02/04/18
26784,12658440,1,02/04/18
26784,12657876,1,02/04/18
26784,12657978,1,02/04/18
26784,12658108,1,02/04/18
26784,11659238,1,02/04/18
23814,12658098,1,02/04/18
23814,12657746,1,02/04/18
26784,11139524,1,02/04/18
20848,12657604,1,02/04/18
20848,12657634,1,02/04/18
20848,12657606,1,02/04/18
20848,12658538,1,02/04/18
20848,12657608,1,02/04/18
26784,11660124,1,02/04/18
8969,12657758,1,02/04/18
26784,12657372,1,02/04/18
9041,12657562,1,02/04/18
9041,12657746,1,02/04/18
9041,12658546,1,02/04/18
9041,12406886,1,02/04/18
9041,11659090,1,02/04/18
688,12407790,1,02/04/18
688,12407790,1,02/04/18
26784,12657692,1,02/04/18
15651,12407796,1,02/04/18
26784,11145762,1,02/04/18
12258,11659146,1,02/04/18
26784,11659950,1,02/04/18
26784,12658578,1,02/04/18
26784,12657744,1,02/04/18
26784,12657744,1,02/04/18
9061,12658430,1,02/04/18
20351,11460792,1,02/04/18
20351,12658690,1,02/04/18
20351,12657628,1,02/04/18
7677,11659158,1,02/04/18
26784,11659236,1,02/04/18
1596,11659618,1,02/04/18
3236,11659646,1,02/04/18
26784,11361058,1,02/04/18
26784,11659158,1,02/04/18
26784,11659158,1,02/04/18
26784,11660168,1,02/04/18
26784,11660054,1,02/04/18
26784,11660164,1,02/04/18
26784,12658116,1,02/04/18
26784,12657694,1,02/04/18
26784,12658126,1,02/04/18
26784,11659216,1,02/04/18
26784,11660124,1,02/04/18
26784,11660234,1,02/04/18
26784,11660234,1,02/04/18
26784,12407738,1,02/04/18
18055,12407016,1,02/04/18
26784,12658420,1,02/04/18
15836,12406864,1,02/04/18
26784,12658138,1,02/04/18
16952,11659624,1,02/04/18
2358,11659606,1,02/04/18
2854,11659666,1,02/04/18
18770,12658536,1,02/04/18
2703,12407638,1,02/04/18
2703,12407742,1,02/04/18
2703,12407668,1,02/04/18
2703,12407712,1,02/04/18
2703,11659548,1,02/04/18
2703,12407132,1,02/04/18
2703,12407158,1,02/04/18
2703,11659798,1,02/04/18
26784,11659532,1,02/04/18
26784,11659624,1,02/04/18
26784,11659626,1,02/04/18
26784,11659542,1,02/04/18
26784,12407638,1,02/04/18
26784,12407708,1,02/04/18
26784,12360452,1,02/04/18
26784,12658520,1,02/04/18
26784,12407480,1,02/04/18
15815,12658388,1,02/04/18
25090,11407152,1,02/04/18
25788,12371316,1,02/04/18
25788,12371312,1,02/04/18
25788,12407622,1,02/04/18
18167,12406882,1,02/04/18
18167,12407622,1,02/04/18
8263,11714316,1,02/04/18
26784,12658566,1,02/04/18
26784,12658594,1,02/04/18
26784,12407628,1,02/04/18
26784,11145664,1,02/04/18
2703,12407638,1,02/04/18
2703,12407742,1,02/04/18
2703,12407668,1,02/04/18
2703,12407712,1,02/04/18
2703,11659548,1,02/04/18
2703,12407132,1,02/04/18
2703,12407158,1,02/04/18
2703,11659798,1,02/04/18
2703,12407638,1,02/04/18
2703,12407742,1,02/04/18
2703,12407668,1,02/04/18
2703,12407712,1,02/04/18
2703,11659548,1,02/04/18
2703,12407132,1,02/04/18
2703,12407158,1,02/04/18
2703,11659798,1,02/04/18
26784,11145664,1,02/04/18
26784,12658406,1,02/04/18
26784,12657740,1,02/04/18
26784,12657694,1,02/04/18
4303,12407016,1,02/04/18
26784,11659304,1,02/04/18
26784,12658118,1,02/04/18
26784,12406932,1,02/04/18
26784,12407324,1,02/04/18
8778,12658234,1,02/04/18
25218,12407638,1,02/04/18
26784,12657692,1,02/04/18
5211,11659442,1,02/04/18
5211,12658522,1,02/04/18
26784,12657692,1,02/04/18
26784,12657696,1,02/04/18
26784,12657692,1,02/04/18
26784,11660064,1,02/04/18
26784,12658692,2,02/04/18
26784,12657618,1,02/04/18
26784,12657612,1,02/04/18
25081,12657594,1,02/04/18
26784,12658456,1,02/04/18
26784,12658238,1,02/04/18
26784,12658228,1,02/04/18
26784,12658238,1,02/04/18
26784,12406878,1,02/04/18
26203,11659618,1,02/04/18
26203,11659532,1,02/04/18
26203,11659538,1,02/04/18
26784,12407632,1,02/04/18
23989,11360704,1,02/04/18
26784,12360454,1,02/04/18
14447,12658252,1,02/04/18
26784,12657608,1,02/04/18
26784,12407708,1,02/04/18
26784,11360722,1,02/04/18
26784,11407280,1,02/04/18
26784,11407170,1,02/04/18
26784,11407128,1,02/04/18
8541,12406910,1,02/04/18
2664,11407140,1,02/04/18
3505,12658110,1,02/04/18
26784,12658458,1,03/04/18
23950,11714570,1,03/04/18
11661,11659842,1,03/04/18
26784,11659024,1,03/04/18
26784,11714428,1,03/04/18
19178,12658252,1,03/04/18
19178,11660134,1,03/04/18
19178,12399312,1,03/04/18
19178,12658032,1,03/04/18
19178,12658228,1,03/04/18
19178,12658304,1,03/04/18
27295,11407264,1,03/04/18
10300,12407234,1,03/04/18
10300,12657746,1,03/04/18
10300,12657758,1,03/04/18
10300,12657756,1,03/04/18
10300,12657754,1,03/04/18
10300,12407524,1,03/04/18
10300,12657730,1,03/04/18
10300,12658238,1,03/04/18
10300,12407274,1,03/04/18
10300,12658274,1,03/04/18
10300,12658386,1,03/04/18
10300,12657406,1,03/04/18
10300,11481072,1,03/04/18
10300,11659580,1,03/04/18
7108,11659164,1,03/04/18
26784,11407162,1,03/04/18
17538,12658692,1,03/04/18
7848,12658304,1,03/04/18
26784,11714428,1,03/04/18
26784,11145664,1,03/04/18
26784,11659158,1,03/04/18
26784,12657562,1,03/04/18
26784,11714304,1,03/04/18
18133,11714428,1,03/04/18
18133,11145664,1,03/04/18
18133,11659158,1,03/04/18
18133,12657562,1,03/04/18
18133,11714304,1,03/04/18
26784,11714566,1,03/04/18
26784,12657558,1,03/04/18
12873,11660164,1,03/04/18
1932,12658416,1,03/04/18
1932,12658258,1,03/04/18
27078,12658118,1,03/04/18
6073,11360912,1,03/04/18
1932,12658416,1,03/04/18
1932,12658258,1,03/04/18
6279,11659626,1,03/04/18
15570,11659470,1,03/04/18
15570,11659314,1,03/04/18
15570,12658522,1,03/04/18
15570,11659050,2,03/04/18
15570,11659470,1,03/04/18
15570,11659314,1,03/04/18
15570,12658522,1,03/04/18
15570,11659050,1,03/04/18
16263,12396550,1,03/04/18
16263,12396550,1,03/04/18
16263,12396550,1,03/04/18
5033,11659158,1,03/04/18
26784,12657642,1,03/04/18
26784,12657366,1,03/04/18
26784,11659646,1,03/04/18
26784,12658348,1,03/04/18
14959,12657742,1,03/04/18
21015,12371306,1,03/04/18
21015,12360386,1,03/04/18
21015,12658690,1,03/04/18
21015,11659992,1,03/04/18
21015,12371330,1,03/04/18
21015,11659050,1,03/04/18
21015,12407524,1,03/04/18
21015,12407234,1,03/04/18
10885,11659726,1,03/04/18
26784,12658228,1,03/04/18
10885,11659726,1,03/04/18
27647,12406916,1,03/04/18
27647,12657804,1,03/04/18
26784,12407674,1,03/04/18
21643,11659112,1,03/04/18
21643,11659112,1,03/04/18
11272,12407698,1,03/04/18
26784,11659154,1,03/04/18
26784,12407384,1,03/04/18
10885,11659726,1,03/04/18
15152,12407738,1,03/04/18
23757,12657552,1,03/04/18
15152,12407738,1,03/04/18
26784,11360728,1,03/04/18
26784,12658116,1,03/04/18
26784,12658122,1,03/04/18
7918,12658038,1,03/04/18
7918,12658042,1,03/04/18
10024,11714560,1,03/04/18
3080,12407182,1,03/04/18
8358,11360976,1,03/04/18
26784,12657372,1,03/04/18
26784,12657388,1,03/04/18
27511,11659244,1,03/04/18
14768,12657870,1,03/04/18
26784,12657890,1,03/04/18
18167,11659820,1,03/04/18
18167,11659854,1,03/04/18
18167,11659958,1,03/04/18
14768,12657870,1,03/04/18
26784,12407148,1,03/04/18
14768,12657870,1,03/04/18
15327,12658252,1,03/04/18
15327,12658374,1,03/04/18
26784,12407024,1,03/04/18
26784,12437200,1,03/04/18
26784,12436542,1,03/04/18
20763,11659814,1,03/04/18
20763,11659862,1,03/04/18
26784,12658466,1,03/04/18
14080,12658350,1,03/04/18
14080,12658222,1,03/04/18
14080,12658120,1,03/04/18
14080,11659024,1,03/04/18
14080,12658522,1,03/04/18
26784,12658532,1,03/04/18
26784,12657586,1,03/04/18
26784,12658112,1,03/04/18
26784,12407814,1,03/04/18
26784,12658098,1,03/04/18
26784,12657426,1,03/04/18
26784,11714670,1,03/04/18
26784,11652760,1,03/04/18
4214,12371340,1,03/04/18
21761,12657732,1,03/04/18
26784,12658112,1,03/04/18
26784,12407814,1,03/04/18
26784,12658098,1,03/04/18
26784,12657426,1,03/04/18
26784,11714670,1,03/04/18
26784,11652760,1,03/04/18
12316,12658252,1,03/04/18
3765,12436586,1,03/04/18
14362,11659728,1,03/04/18
15152,12407738,1,03/04/18
26784,12657956,1,03/04/18
26784,12437088,1,03/04/18
26784,12407650,1,03/04/18
11052,12658548,1,03/04/18
11052,12658536,1,03/04/18
11052,12657568,1,03/04/18
11052,11659914,1,03/04/18
26784,12657690,1,03/04/18
4420,11659626,1,03/04/18
26784,12658102,1,03/04/18
22617,12658128,1,03/04/18
15152,12658252,1,03/04/18
9200,12407028,1,03/04/18
9200,12407022,1,03/04/18
26784,12658596,1,03/04/18
6460,11148980,1,03/04/18
6460,11145744,1,03/04/18
6460,11714676,1,03/04/18
21803,11659918,1,03/04/18
3173,12658416,1,03/04/18
15146,11714538,1,03/04/18
8440,11407280,1,03/04/18
21763,12657562,1,03/04/18
26784,12407832,1,03/04/18
26784,12658462,1,03/04/18
17489,12407702,1,03/04/18
26784,12658280,1,03/04/18
4420,11461062,1,03/04/18
1635,11660228,1,03/04/18
1635,11660048,1,03/04/18
1635,11660046,1,03/04/18
1635,11660170,1,03/04/18
1635,11714446,1,03/04/18
1635,11660226,1,03/04/18
23705,11360722,1,03/04/18
7799,12657372,1,03/04/18
7799,12657388,1,03/04/18
12237,11141330,1,03/04/18
18075,12658444,1,03/04/18
18075,12658492,1,03/04/18
26784,12657552,1,03/04/18
26784,12657732,1,03/04/18
3047,12436994,1,03/04/18
21975,11660156,1,03/04/18
26784,11659954,1,03/04/18
26784,11659158,1,03/04/18
9452,12658162,1,03/04/18
9452,12657616,1,03/04/18
4420,11461108,1,03/04/18
12965,12407194,1,03/04/18
3047,12436994,1,03/04/18
26784,12657556,1,03/04/18
26784,12658580,1,03/04/18
26784,12658334,1,03/04/18
26784,12658392,1,03/04/18
26784,12658456,1,03/04/18
26784,12657640,1,03/04/18
26784,12658120,1,03/04/18
11561,12658598,1,03/04/18
5078,12658608,1,03/04/18
6605,12657426,1,03/04/18
6605,11461040,1,03/04/18
26784,12657762,1,03/04/18
1026,12658414,1,03/04/18
1026,12407754,1,03/04/18
26784,12657564,1,03/04/18
26784,12407828,1,03/04/18
15010,11659918,1,03/04/18
26784,12657366,1,03/04/18
26784,12658532,1,03/04/18
26784,12658568,1,03/04/18
22797,11659102,1,03/04/18
22797,12407022,1,03/04/18
3111,12658548,1,03/04/18
26906,12407754,1,03/04/18
20858,11360976,1,03/04/18
9979,11360776,1,03/04/18
9979,11659618,1,03/04/18
6813,12407828,1,03/04/18
6813,12360450,1,03/04/18
6813,11714570,1,03/04/18
6813,11659548,1,03/04/18
5531,12657436,1,03/04/18
26784,11659532,1,03/04/18
26784,12657646,1,03/04/18
26784,12657682,1,03/04/18
26784,11714566,1,03/04/18
26784,12657594,1,03/04/18
17851,12973004,1,03/04/18
26784,12657362,1,03/04/18
11450,11659026,1,03/04/18
11450,12658534,1,03/04/18
11450,12658120,1,03/04/18
11450,11659026,1,03/04/18
11450,12658534,1,03/04/18
11450,12658120,1,03/04/18
26784,12407494,1,03/04/18
26784,11659614,2,03/04/18
26784,12407818,1,03/04/18
26784,12658546,1,03/04/18
26784,12658568,1,03/04/18
26784,12658250,1,03/04/18
26784,12360450,1,03/04/18
26784,12407648,1,03/04/18
10122,11407162,1,03/04/18
26784,12658414,1,03/04/18
26784,12322648,1,03/04/18
26784,11659712,1,03/04/18
26784,12658504,1,03/04/18
11661,11659538,1,03/04/18
11661,11407152,1,03/04/18
26784,12658122,1,03/04/18
26784,12658122,1,03/04/18
26784,11659798,1,03/04/18
26784,12407654,1,03/04/18
26784,11659570,1,03/04/18
26784,11358628,1,03/04/18
26784,11358628,1,03/04/18
26784,11659106,1,03/04/18
26279,11407340,1,03/04/18
26500,12658462,1,03/04/18
26500,12407754,1,03/04/18
26500,11659570,1,03/04/18
16311,12658598,1,03/04/18
16311,12658590,1,03/04/18
26784,12407788,1,03/04/18
11661,11460766,1,03/04/18
26784,12657758,1,03/04/18
16521,12658430,1,03/04/18
16521,12658426,1,03/04/18
26784,12658674,1,03/04/18
26784,11658946,1,03/04/18
15549,12658374,1,03/04/18
15549,12658450,1,03/04/18
15549,12658496,1,03/04/18
15549,12407814,1,03/04/18
15549,12658400,1,03/04/18
15549,12658406,1,03/04/18
15549,12658394,1,03/04/18
26784,12658262,1,03/04/18
15398,12406932,1,03/04/18
26784,11461038,1,03/04/18
8160,11659146,1,03/04/18
12865,11660092,1,03/04/18
26784,11659002,1,03/04/18
26784,11659186,1,03/04/18
26784,11714428,1,03/04/18
26784,12407322,1,03/04/18
26784,12406920,1,03/04/18
26784,12658686,1,03/04/18
26784,11659812,1,03/04/18
7582,12658598,1,03/04/18
21099,12658542,1,03/04/18
24209,11659020,1,03/04/18
26784,12407478,1,03/04/18
26137,11407430,1,03/04/18
10731,12407478,1,03/04/18
26784,11659554,1,03/04/18
25065,11659766,1,03/04/18
26784,12406864,1,03/04/18
22597,11659812,1,03/04/18
22597,11659810,1,03/04/18
22597,11659798,1,03/04/18
22597,12436754,1,03/04/18
22597,11460986,1,03/04/18
27163,11659604,1,03/04/18
27163,11659716,1,03/04/18
27163,11659804,1,03/04/18
13922,11659780,1,03/04/18
26935,12658144,1,03/04/18
26784,11714570,1,03/04/18
26784,12407228,1,03/04/18
19340,11659766,1,03/04/18
7111,11360932,1,03/04/18
26784,11659560,1,04/04/18
10829,12407484,1,04/04/18
10829,12407624,1,04/04/18
10829,12407626,1,04/04/18
26784,11659604,1,04/04/18
26784,11407152,1,04/04/18
8620,11139524,1,04/04/18
26784,12407762,1,04/04/18
26784,11460910,1,04/04/18
26784,11659736,1,04/04/18
26784,12407534,1,04/04/18
26784,12658374,1,04/04/18
26784,12407762,1,04/04/18
26784,11659736,1,04/04/18
26784,12658374,1,04/04/18
26784,12360444,1,04/04/18
26784,11407272,1,04/04/18
26784,11659604,1,04/04/18
26784,12371382,1,04/04/18
14563,12658282,1,04/04/18
4676,11659298,1,04/04/18
